Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP011807,,,,Graduate,Yes,3600,2531,225,120,1,Semiurban,Y
LP011808,Female,Yes,3,Graduate,Yes,5316,1929,133,360,,Semiurban,N
LP011809,Female,,,Graduate,No,3083,983,240,84,1,Semiurban,Y
LP011810,Female,No,2,Not Graduate,Yes,3073,900,99,240,0,Semiurban,Y
LP011811,,,3,Graduate,,2237,4417,600,360,,Urban,Y
LP011812,Male,,0,Not Graduate,,150,5750,118,60,1,Rural,Y
LP011813,,Yes,,Graduate,No,2718,6000,436,180,,Semiurban,Y
LP011814,,No,,Not Graduate,Yes,2491,5654,228,84,0,Semiurban,N
LP011815,Male,No,3,Graduate,,2301,3500,140,300,0,Semiurban,Y
LP011816,,No,0,Not Graduate,,9323,7750,125,60,0,Rural,Y
LP011817,Male,No,0,Graduate,,3846,2531,70,360,1,Urban,N
LP011818,,,3,Graduate,No,2718,2750,128,120,,Urban,N
LP011819,Male,No,1,Graduate,No,2666,2531,141,60,1,Urban,N
LP011820,Female,,,Not Graduate,,3029,2416,96,480,1,Urban,N
LP011821,,,,Graduate,,3250,1929,125,360,1,Rural,Y
LP011822,,,2,Graduate,Yes,5166,2142,165,84,1,Rural,N
LP011823,,No,3,Graduate,Yes,5786,688,78,360,,Rural,Y
LP011824,,Yes,2,Graduate,Yes,3250,4983,349,120,,Semiurban,N
LP011825,Female,Yes,2,Not Graduate,No,3083,2133,58,,1,Rural,N
LP011826,,No,0,Graduate,,3522,5625,110,480,1,Urban,N
LP011827,Female,Yes,,Not Graduate,No,1928,1459,350,240,0,Rural,N
LP011828,Female,Yes,2,Not Graduate,,7100,1964,137,360,0,Semiurban,N
LP011829,Female,,0,Not Graduate,Yes,4166,1666,150,120,,Urban,Y
LP011830,Female,,3,Not Graduate,Yes,5166,1213,315,60,0,Rural,Y
LP011831,Male,No,2,Graduate,Yes,4950,5701,95,60,,Urban,Y
LP011832,Male,No,,Not Graduate,Yes,1977,2791,109,84,,Urban,N
LP011833,,Yes,2,Not Graduate,,8000,2853,166,480,,Rural,Y
LP011834,Male,,3,Not Graduate,Yes,1000,1451,76,60,0,Rural,N
LP011835,Male,No,2,Not Graduate,,5667,0,320,240,0,Semiurban,N
LP011836,,No,,Graduate,,10513,2083,106,,,Rural,Y
LP011837,,No,0,Graduate,No,4583,3167,180,,,Rural,Y
LP011838,,No,,Not Graduate,Yes,6747,3806,228,84,1,Rural,N
LP011839,Male,No,0,Not Graduate,Yes,8000,2045,113,360,,Urban,N
LP011840,Male,No,1,Not Graduate,No,3500,4000,330,60,,Semiurban,Y
LP011841,,Yes,,Graduate,,2237,4300,55,120,1,Urban,N
LP011842,Female,,,Graduate,Yes,2439,5063,315,300,,Rural,Y
LP011843,,,3,Graduate,,4950,1250,255,,,Semiurban,Y
LP011844,Female,No,2,Graduate,No,2132,4595,290,84,,Rural,N
LP011845,Female,,0,Graduate,,2340,3369,72,360,1,Urban,N
LP011846,,,0,Not Graduate,Yes,2875,2142,50,180,0,Urban,N
LP011847,,,3,Graduate,,24763,3806,75,84,,Rural,N
LP011848,,No,3,Graduate,,3333,1800,308,120,1,Semiurban,Y
LP011849,Male,No,2,Not Graduate,Yes,8000,1640,308,300,,Urban,N
LP011850,Female,,2,Graduate,Yes,10513,5625,166,,1,Rural,Y
LP011851,Male,,,Graduate,,3083,1030,66,480,,Rural,Y
LP011852,Male,No,1,Graduate,,2491,700,275,,1,Rural,N
LP011853,,Yes,2,Not Graduate,No,3073,983,144,180,0,Semiurban,Y
LP011854,Male,,3,Graduate,Yes,2799,6000,124,180,0,Rural,N
LP011855,,Yes,2,Not Graduate,,3846,1213,125,,0,Rural,N
LP011856,Female,,0,Not Graduate,Yes,2383,3600,240,480,,Urban,Y
LP011857,,Yes,1,Graduate,No,3600,1516,74,84,1,Rural,Y
LP011858,Male,Yes,,Graduate,,3846,2853,182,480,,Semiurban,Y
LP011859,Male,Yes,0,Graduate,,2833,900,25,60,,Rural,N
LP011860,,No,0,Graduate,,3800,3449,350,,1,Semiurban,N
LP011861,,Yes,1,Not Graduate,Yes,2600,2531,140,,,Rural,Y
LP011862,Male,Yes,,Graduate,No,5266,3263,94,480,1,Rural,N
LP011863,Female,Yes,3,Not Graduate,Yes,1977,2330,98,240,1,Rural,N
LP011864,Female,,,Not Graduate,,2600,4417,115,240,0,Semiurban,Y
LP011865,,Yes,2,Not Graduate,No,8666,1030,109,120,0,Urban,N
LP011866,Female,,0,Not Graduate,,2666,4750,125,240,0,Semiurban,Y
LP011867,Male,Yes,2,Not Graduate,,2500,6000,118,180,1,Urban,Y
LP011868,,Yes,3,Graduate,Yes,2833,500,168,60,0,Semiurban,Y
LP011869,Male,No,2,Not Graduate,,3600,6000,133,,1,Rural,N
LP011870,Male,,,Not Graduate,No,2950,3263,370,180,,Rural,Y
LP011871,Female,Yes,2,Graduate,,7100,985,17,120,0,Urban,Y
LP011872,,,3,Graduate,,7451,4300,192,300,1,Urban,Y
LP011873,,,3,Not Graduate,Yes,3600,4595,150,60,1,Semiurban,Y
LP011874,Female,No,3,Not Graduate,No,2200,1300,74,240,1,Semiurban,N
LP011875,Male,No,,Graduate,Yes,4583,700,95,360,1,Urban,Y
LP011876,Male,No,3,Not Graduate,,6080,3500,308,84,0,Urban,N
LP011877,Male,No,0,Graduate,Yes,5667,3263,275,,0,Semiurban,Y
LP011878,Male,No,3,Graduate,Yes,2147,0,83,300,0,Urban,N
LP011879,,No,2,Not Graduate,Yes,3029,4417,115,84,1,Urban,N
LP011880,,No,2,Graduate,Yes,4950,4000,210,480,,Urban,N
LP011881,Female,No,2,Not Graduate,,2071,1640,78,480,1,Urban,N
LP011882,Female,Yes,,Not Graduate,,2853,3750,320,60,,Rural,Y
LP011883,,,2,Not Graduate,No,3522,754,133,60,0,Rural,Y
LP011884,,No,,Graduate,Yes,3366,4196,154,60,1,Urban,N
LP011885,Male,No,,Not Graduate,Yes,4843,0,182,180,1,Semiurban,N
LP011886,Male,,3,Graduate,No,2183,2250,104,180,0,Rural,N
LP011887,Female,Yes,0,Not Graduate,Yes,3073,4000,113,480,1,Semiurban,Y
LP011888,,,3,Not Graduate,No,2491,4486,201,60,,Semiurban,N
LP011889,Female,,3,Graduate,,2301,7210,50,120,,Rural,N
LP011890,,No,,Not Graduate,No,3250,4750,137,60,,Semiurban,Y
LP011891,Male,,,Not Graduate,Yes,3366,4595,155,,1,Semiurban,Y
LP011892,Female,,2,Graduate,No,2071,1964,137,,1,Urban,Y
LP011893,Female,No,2,Graduate,,3000,1250,240,360,,Urban,Y
LP011894,,No,3,Graduate,Yes,7200,3583,88,480,1,Urban,Y
LP011895,Male,No,1,Not Graduate,,3625,3167,93,60,,Rural,Y
LP011896,Female,No,1,Graduate,,3200,2142,330,240,0,Urban,N
LP011897,Male,,2,Graduate,No,2473,2900,330,84,,Semiurban,N
LP011898,Female,,1,Not Graduate,,2301,2083,59,60,0,Semiurban,Y
LP011899,Male,Yes,2,Graduate,Yes,3800,2853,75,120,0,Semiurban,N
LP011900,,Yes,,Not Graduate,,2473,2045,228,360,0,Semiurban,Y
LP011901,Female,,3,Not Graduate,,3029,2045,25,60,,Semiurban,N
LP011902,Female,Yes,0,Graduate,No,1625,4750,225,84,,Rural,Y
LP011903,Male,,3,Not Graduate,,2583,3600,94,84,1,Semiurban,Y
LP011904,Male,Yes,2,Graduate,No,5042,5625,200,180,1,Rural,N
LP011905,Female,No,2,Graduate,No,6250,1516,187,120,0,Semiurban,N
LP011906,,Yes,3,Graduate,Yes,24763,4000,128,120,,Rural,Y
LP011907,Male,No,2,Graduate,Yes,4843,2500,201,240,1,Rural,Y
LP011908,Male,No,1,Not Graduate,Yes,2950,3500,58,120,1,Semiurban,Y
LP011909,Male,No,1,Not Graduate,Yes,2583,2900,308,360,1,Semiurban,Y
LP011910,Female,No,2,Graduate,No,2927,3022,85,240,,Semiurban,Y
LP011911,Female,Yes,2,Graduate,,2071,3167,187,180,1,Semiurban,Y
LP011912,Female,,1,Not Graduate,Yes,2000,800,200,120,0,Urban,N
LP011913,Female,No,2,Graduate,Yes,3846,7750,94,180,,Urban,N
LP011914,,Yes,2,Not Graduate,Yes,4583,1250,315,84,1,Rural,N
LP011915,,No,3,Graduate,,4950,900,370,60,1,Rural,N
LP011916,Female,Yes,0,Not Graduate,Yes,20166,2133,267,120,,Urban,N
LP011917,,Yes,1,Not Graduate,,2383,1459,290,84,1,Rural,Y
LP011918,Male,Yes,3,Not Graduate,No,2875,3263,187,60,1,Semiurban,Y
LP011919,Male,,0,Graduate,No,3522,3750,118,60,0,Rural,N
LP011920,Male,Yes,2,Graduate,No,3000,5063,50,84,,Rural,Y
LP011921,Female,Yes,2,Graduate,,2718,3583,350,,1,Rural,N
LP011922,Male,,3,Graduate,Yes,1863,2142,285,240,,Urban,N
LP011923,,,2,Graduate,Yes,2950,1300,165,,,Urban,Y
LP011924,Female,Yes,,Not Graduate,Yes,2333,2900,290,480,0,Rural,Y
LP011925,,,3,Not Graduate,Yes,6250,5266,120,300,0,Semiurban,N
LP011926,Male,No,0,Not Graduate,Yes,2950,6250,113,60,,Rural,N
LP011927,Male,No,3,Not Graduate,,7100,6250,114,240,0,Urban,N
LP011928,Male,,1,Not Graduate,No,2071,1213,50,60,0,Semiurban,N
LP011929,Female,,3,Not Graduate,Yes,2275,688,184,360,1,Rural,Y
LP011930,,Yes,2,Not Graduate,No,150,983,90,480,0,Urban,N
LP011931,Female,,2,Graduate,,2237,5654,154,480,0,Semiurban,Y
LP011932,Female,Yes,,Not Graduate,,3522,1330,67,360,1,Rural,N
LP011933,Male,No,,Graduate,Yes,2500,6250,308,84,1,Urban,N
LP011934,Female,,,Not Graduate,,13650,4000,267,240,,Semiurban,Y
LP011935,Female,Yes,0,Not Graduate,No,12841,4417,308,180,0,Rural,Y
LP011936,Male,Yes,,Graduate,Yes,8333,2142,600,240,1,Semiurban,Y
LP011937,Female,No,0,Not Graduate,Yes,3167,4167,160,,0,Semiurban,Y
LP011938,Male,,,Graduate,No,15000,985,55,180,,Semiurban,Y
LP011939,Male,No,0,Not Graduate,Yes,2439,2000,122,480,0,Urban,N
LP011940,Male,Yes,3,Graduate,Yes,4583,3500,76,480,0,Rural,N
LP011941,Male,Yes,3,Not Graduate,No,4583,3167,315,84,0,Semiurban,N
LP011942,Female,,2,Graduate,Yes,3250,700,155,300,1,Semiurban,Y
LP011943,Male,Yes,0,Graduate,Yes,3366,700,155,240,1,Semiurban,Y
LP011944,Male,,1,Not Graduate,No,7200,2250,25,84,,Urban,Y
LP011945,Female,No,2,Not Graduate,,12000,5063,175,180,0,Semiurban,N
LP011946,Female,,3,Graduate,No,2178,2416,349,360,,Urban,Y
LP011947,,,0,Not Graduate,Yes,2340,1330,70,60,,Urban,N
LP011948,Female,Yes,,Graduate,No,4300,3583,128,,1,Semiurban,N
LP011949,Female,Yes,1,Not Graduate,Yes,2799,1929,144,60,0,Semiurban,N
LP011950,,,3,Graduate,Yes,5316,4000,66,240,0,Urban,Y
LP011951,Female,Yes,2,Not Graduate,No,3000,7750,490,360,,Urban,N
LP011952,Female,Yes,0,Graduate,Yes,5266,4167,350,480,0,Semiurban,N
LP011953,Female,Yes,1,Not Graduate,,4300,4417,141,84,1,Urban,N
LP011954,Female,,0,Graduate,Yes,24763,1868,95,180,,Urban,Y
LP011955,,Yes,,Graduate,No,2483,3583,320,84,,Semiurban,N
LP011956,Female,,2,Not Graduate,,8666,1213,35,180,1,Semiurban,Y
LP011957,Female,Yes,0,Not Graduate,,8666,2330,330,300,1,Rural,Y
LP011958,,No,3,Graduate,Yes,2479,3500,109,300,1,Semiurban,N
LP011959,Male,Yes,2,Graduate,No,2200,1500,133,84,1,Semiurban,N
LP011960,,Yes,3,Graduate,Yes,2875,700,30,180,1,Semiurban,Y
LP011961,Male,,0,Graduate,Yes,2400,500,17,180,1,Rural,N
LP011962,,,2,Not Graduate,No,15000,1640,75,60,,Urban,Y
LP011963,,Yes,3,Graduate,No,2395,1083,187,84,0,Semiurban,Y
LP011964,Female,No,,Graduate,Yes,3522,3369,160,120,0,Semiurban,Y
LP011965,Male,Yes,,Graduate,,2200,6250,128,240,,Rural,N
LP011966,Female,Yes,0,Not Graduate,Yes,12000,1030,160,480,0,Rural,Y
LP011967,Male,No,2,Graduate,,7451,4300,182,300,0,Rural,Y
LP011968,,,1,Not Graduate,Yes,3333,6250,78,120,,Urban,N
LP011969,,Yes,2,Not Graduate,No,2483,2500,104,300,0,Rural,N
LP011970,Male,,,Not Graduate,,24763,3583,650,360,0,Urban,Y
LP011971,Female,,3,Not Graduate,No,3500,1500,131,300,,Semiurban,Y
LP011972,Female,No,1,Not Graduate,No,1000,2383,255,300,0,Semiurban,Y
LP011973,Female,No,0,Not Graduate,No,12000,2083,125,60,1,Semiurban,N
LP011974,Female,,1,Not Graduate,No,2708,4750,349,120,,Rural,Y
LP011975,,Yes,0,Graduate,No,3600,4595,133,360,0,Semiurban,Y
LP011976,,,1,Graduate,Yes,3666,2250,320,180,0,Rural,N
LP011977,,Yes,0,Not Graduate,,11000,4486,93,180,1,Urban,N
LP011978,,Yes,0,Graduate,Yes,2200,1868,144,360,,Semiurban,Y
LP011979,,No,1,Graduate,Yes,2183,2583,228,,,Urban,N
LP011980,Female,Yes,1,Not Graduate,Yes,13650,1030,70,84,0,Rural,Y
LP011981,Female,Yes,0,Graduate,No,2708,4750,228,,1,Rural,Y
LP011982,Female,,,Not Graduate,Yes,4843,3263,90,120,1,Semiurban,N
LP011983,Female,No,1,Graduate,,3200,4417,700,300,1,Semiurban,Y
LP011984,,Yes,2,Not Graduate,Yes,15000,4417,35,180,1,Rural,Y
LP011985,,Yes,3,Not Graduate,No,10000,754,240,60,1,Semiurban,N
LP011986,,No,0,Graduate,,5266,4167,99,,1,Semiurban,Y
LP011987,Male,,0,Graduate,,2583,3369,275,300,,Urban,N
LP011988,Female,No,3,Not Graduate,,2014,2791,228,480,0,Rural,Y
LP011989,Female,No,,Not Graduate,,3600,3500,168,84,0,Urban,N
LP011990,,Yes,3,Not Graduate,Yes,2875,4167,158,360,1,Semiurban,N
LP011991,Female,Yes,1,Graduate,No,4166,3500,80,300,,Urban,N
LP011992,Female,,3,Graduate,,2383,1083,201,84,,Rural,N
LP011993,,Yes,0,Graduate,,3029,2583,59,84,1,Urban,N
LP011994,Male,Yes,3,Graduate,No,2491,5063,315,180,0,Urban,N
LP011995,Male,No,2,Not Graduate,Yes,6400,830,104,180,1,Semiurban,Y
LP011996,Male,Yes,1,Not Graduate,,10513,3500,158,120,,Rural,Y
LP011997,,,3,Not Graduate,Yes,13650,2000,350,480,1,Semiurban,N
LP011998,Female,No,0,Not Graduate,Yes,2666,1500,94,360,0,Semiurban,Y
LP011999,,,1,Graduate,Yes,3666,3449,114,84,0,Rural,N
LP012000,,No,0,Not Graduate,Yes,3000,3333,168,120,,Urban,N
